run,n_logged,N_star,sr_is,sr_oos
AG-REAL-01,300,>10^7 (censored),3.4241052142142507,0.213029680575842
AG-REAL-02,300,>10^7 (censored),3.1208218050207472,1.4328408120700478
AG-REAL-03,260,>10^7 (censored),3.029757191098962,0.8149934628747656
AG-REAL-04,250,>10^7 (censored),2.415085934235816,0.3753509096152284
AG-REAL-05,261,>10^7 (censored),3.308036550798888,0.619567030672467
AG-REAL-06,300,>10^7 (censored),3.29670795184941,0.8541151244413806
