run,arm,panel,setting,ckpt,rule,sr_is,sr_oos,decay,n_logged,legs,cplx,turnover
OPTH-SYN0-00-s9002,OPT-hard,SYN0-00,SYN0,A,argmax,2.274833982003245,-0.7091370372838867,2.983971019287132,220,1.0,17.0,0.06711985000000001
OPTH-SYN0-00-s9002,OPT-hard,SYN0-00,SYN0,A,chosen,2.274833982003245,-0.7091370372838867,2.983971019287132,220,1.0,17.0,
OPTH-SYN0-01-s9000,OPT-hard,SYN0-01,SYN0,A,argmax,1.0758659702905984,-2.252213040100309,3.3280790103909075,87,1.0,1.3333333333333333,0.1457824285066881
OPTH-SYN0-01-s9000,OPT-hard,SYN0-01,SYN0,A,chosen,1.0758659702905984,-2.252213040100309,3.3280790103909075,87,1.0,1.3333333333333333,
OPTH-SYN0-01-s9001,OPT-hard,SYN0-01,SYN0,A,argmax,1.924161735945286,-0.0801660845800156,2.0043278205253015,205,1.0,13.333333333333334,0.7925512333333332
OPTH-SYN0-01-s9001,OPT-hard,SYN0-01,SYN0,A,chosen,1.924161735945286,-0.0801660845800156,2.0043278205253015,205,1.0,13.333333333333334,
OPTH-SYN0-01-s9002,OPT-hard,SYN0-01,SYN0,A,argmax,0.9961774861202642,-0.5024126250408716,1.498590111161136,139,1.0,3.6666666666666665,0.09183191666666667
OPTH-SYN0-01-s9002,OPT-hard,SYN0-01,SYN0,A,chosen,0.9961774861202642,-0.5024126250408716,1.498590111161136,139,1.0,3.6666666666666665,
OPTH-SYN0-02-s9000,OPT-hard,SYN0-02,SYN0,A,argmax,1.4214408396757436,1.2556972171430634,0.16574362253268027,183,3.3333333333333335,9.0,0.9158767505107162
OPTH-SYN0-02-s9000,OPT-hard,SYN0-02,SYN0,A,chosen,1.4214408396757436,1.2556972171430634,0.16574362253268027,183,3.3333333333333335,9.0,
OPTH-SYN0-02-s9001,OPT-hard,SYN0-02,SYN0,A,argmax,1.3380125300817887,0.10029574775460644,1.2377167823271822,161,1.3333333333333333,5.0,0.48510605
OPTH-SYN0-02-s9001,OPT-hard,SYN0-02,SYN0,A,chosen,1.3380125300817887,0.10029574775460644,1.2377167823271822,161,1.3333333333333333,5.0,
OPTH-SYN0-02-s9002,OPT-hard,SYN0-02,SYN0,A,argmax,1.1868548461056683,1.0282173945813893,0.158637451524279,76,1.0,4.666666666666667,0.3477027833333333
OPTH-SYN0-02-s9002,OPT-hard,SYN0-02,SYN0,A,chosen,1.1868548461056683,1.0282173945813893,0.158637451524279,76,1.0,4.666666666666667,
OPTH-SYN0-03-s9000,OPT-hard,SYN0-03,SYN0,A,argmax,1.539083532243903,-0.7848052348990924,2.3238887671429955,213,1.0,14.0,0.11681903333333332
OPTH-SYN0-03-s9000,OPT-hard,SYN0-03,SYN0,A,chosen,1.539083532243903,-0.7848052348990924,2.3238887671429955,213,1.0,14.0,
OPTH-SYN0-03-s9001,OPT-hard,SYN0-03,SYN0,A,argmax,1.7579899852239247,0.8507689011574712,0.9072210840664535,182,1.3333333333333333,5.0,0.27461065
OPTH-SYN0-03-s9001,OPT-hard,SYN0-03,SYN0,A,chosen,1.7579899852239247,0.8507689011574712,0.9072210840664535,182,1.3333333333333333,5.0,
OPTH-SYN0-03-s9002,OPT-hard,SYN0-03,SYN0,A,argmax,1.725541468005411,0.6445089296775386,1.0810325383278725,201,1.0,8.666666666666666,0.2344966201849343
OPTH-SYN0-03-s9002,OPT-hard,SYN0-03,SYN0,A,chosen,1.725541468005411,0.6445089296775386,1.0810325383278725,201,1.0,8.666666666666666,
OPTH-SYN0-04-s9000,OPT-hard,SYN0-04,SYN0,A,argmax,1.7293163383405392,0.8017050616863353,0.927611276654204,134,1.0,3.0,1.2040340333333333
OPTH-SYN0-04-s9000,OPT-hard,SYN0-04,SYN0,A,chosen,1.7293163383405392,0.8017050616863353,0.927611276654204,134,1.0,3.0,
OPTH-SYN0-04-s9001,OPT-hard,SYN0-04,SYN0,A,argmax,1.5751002365385132,1.1602187465293758,0.4148814900091373,182,1.0,8.666666666666666,0.38248555
OPTH-SYN0-04-s9001,OPT-hard,SYN0-04,SYN0,A,chosen,1.5751002365385132,1.1602187465293758,0.4148814900091373,182,1.0,8.666666666666666,
OPTH-SYN0-04-s9002,OPT-hard,SYN0-04,SYN0,A,argmax,1.3863042157790584,2.0054565302313785,-0.6191523144523201,151,2.3333333333333335,7.666666666666667,0.13841576666666666
OPTH-SYN0-04-s9002,OPT-hard,SYN0-04,SYN0,A,chosen,1.3863042157790584,2.0054565302313785,-0.6191523144523201,151,2.3333333333333335,7.666666666666667,
OPTH-SYN0-05-s9000,OPT-hard,SYN0-05,SYN0,A,argmax,1.3991403037388863,0.7151892601326737,0.6839510436062126,103,1.0,3.3333333333333335,0.03302101186155595
OPTH-SYN0-05-s9000,OPT-hard,SYN0-05,SYN0,A,chosen,1.3991403037388863,0.7151892601326737,0.6839510436062126,103,1.0,3.3333333333333335,
OPTH-SYN0-05-s9001,OPT-hard,SYN0-05,SYN0,A,argmax,1.8819749070459677,1.1769651066973625,0.7050098003486052,184,1.0,4.0,0.032299875077749805
OPTH-SYN0-05-s9001,OPT-hard,SYN0-05,SYN0,A,chosen,1.8819749070459677,1.1769651066973625,0.7050098003486052,184,1.0,4.0,
OPTH-SYN0-05-s9002,OPT-hard,SYN0-05,SYN0,A,argmax,1.5160273277860359,-1.1790456695180507,2.6950729973040866,178,1.0,4.666666666666667,0.8872741592118875
OPTH-SYN0-05-s9002,OPT-hard,SYN0-05,SYN0,A,chosen,1.5160273277860359,-1.1790456695180507,2.6950729973040866,178,1.0,4.666666666666667,
OPTH-SYN0-06-s9000,OPT-hard,SYN0-06,SYN0,A,argmax,1.19331337304335,2.0433307572109216,-0.8500173841675716,66,1.0,1.0,0.1280803
OPTH-SYN0-06-s9000,OPT-hard,SYN0-06,SYN0,A,chosen,1.19331337304335,2.0433307572109216,-0.8500173841675716,66,1.0,1.0,
OPTH-SYN0-06-s9001,OPT-hard,SYN0-06,SYN0,A,argmax,1.3298760392164437,1.647401324452106,-0.31752528523566226,113,1.0,5.666666666666667,0.1204868
OPTH-SYN0-06-s9001,OPT-hard,SYN0-06,SYN0,A,chosen,1.3298760392164437,1.647401324452106,-0.31752528523566226,113,1.0,5.666666666666667,
OPTH-SYN0-06-s9002,OPT-hard,SYN0-06,SYN0,A,argmax,1.19331337304335,2.0433307572109216,-0.8500173841675716,82,1.0,1.0,0.1280803
OPTH-SYN0-06-s9002,OPT-hard,SYN0-06,SYN0,A,chosen,1.19331337304335,2.0433307572109216,-0.8500173841675716,82,1.0,1.0,
OPTH-SYN0-07-s9000,OPT-hard,SYN0-07,SYN0,A,argmax,1.8119174427183644,1.1613513250334915,0.6505661176848729,147,1.0,5.0,0.64658655
OPTH-SYN0-07-s9000,OPT-hard,SYN0-07,SYN0,A,chosen,1.8119174427183644,1.1613513250334915,0.6505661176848729,147,1.0,5.0,
OPTH-SYN0-07-s9001,OPT-hard,SYN0-07,SYN0,A,argmax,1.5271723365610146,-0.5535022758259122,2.0806746123869266,91,1.0,1.6666666666666667,0.6229486666666667
OPTH-SYN0-07-s9001,OPT-hard,SYN0-07,SYN0,A,chosen,1.5271723365610146,-0.5535022758259122,2.0806746123869266,91,1.0,1.6666666666666667,
OPTH-SYN0-07-s9002,OPT-hard,SYN0-07,SYN0,A,argmax,1.2905964770565748,-0.4008033438574526,1.6913998209140273,121,1.0,1.6666666666666667,0.8033885608202894
OPTH-SYN0-07-s9002,OPT-hard,SYN0-07,SYN0,A,chosen,1.2905964770565748,-0.4008033438574526,1.6913998209140273,121,1.0,1.6666666666666667,
OPTH-SYN0-08-s9000,OPT-hard,SYN0-08,SYN0,A,argmax,1.339523306065782,-1.2745001620449834,2.6140234681107657,135,1.0,3.3333333333333335,0.12381028333333334
OPTH-SYN0-08-s9000,OPT-hard,SYN0-08,SYN0,A,chosen,1.339523306065782,-1.2745001620449834,2.6140234681107657,135,1.0,3.3333333333333335,
OPTH-SYN0-08-s9001,OPT-hard,SYN0-08,SYN0,A,argmax,1.5744344943535893,-1.3508838893893778,2.925318383742967,187,3.3333333333333335,7.666666666666667,0.8311563000000001
OPTH-SYN0-08-s9001,OPT-hard,SYN0-08,SYN0,A,chosen,1.5744344943535893,-1.3508838893893778,2.925318383742967,187,3.3333333333333335,7.666666666666667,
OPTH-SYN0-08-s9002,OPT-hard,SYN0-08,SYN0,A,argmax,1.227649564070735,1.2132149386484654,0.014434625422269587,131,2.3333333333333335,6.666666666666667,0.021664483333333345
OPTH-SYN0-08-s9002,OPT-hard,SYN0-08,SYN0,A,chosen,1.227649564070735,1.2132149386484654,0.014434625422269587,131,2.3333333333333335,6.666666666666667,
OPTH-SYN0-09-s9000,OPT-hard,SYN0-09,SYN0,A,argmax,1.893797517246707,0.0595042262033004,1.8342932910434067,148,3.0,13.666666666666666,1.1749015666666667
OPTH-SYN0-09-s9000,OPT-hard,SYN0-09,SYN0,A,chosen,1.893797517246707,0.0595042262033004,1.8342932910434067,148,3.0,13.666666666666666,
OPTH-SYN0-09-s9001,OPT-hard,SYN0-09,SYN0,A,argmax,1.8498864483127635,-0.9381786605338476,2.7880651088466113,128,1.0,2.6666666666666665,0.2042037333333333
OPTH-SYN0-09-s9001,OPT-hard,SYN0-09,SYN0,A,chosen,1.8498864483127635,-0.9381786605338476,2.7880651088466113,128,1.0,2.6666666666666665,
OPTH-SYN0-09-s9002,OPT-hard,SYN0-09,SYN0,A,argmax,1.8060323927214093,0.8789162118609224,0.9271161808604869,226,1.0,12.333333333333334,0.5270720999999999
OPTH-SYN0-09-s9002,OPT-hard,SYN0-09,SYN0,A,chosen,1.8060323927214093,0.8789162118609224,0.9271161808604869,226,1.0,12.333333333333334,
OPTH-SYN0-10-s9000,OPT-hard,SYN0-10,SYN0,A,argmax,1.5916751116823546,-1.674657554012009,3.266332665694364,115,1.0,3.3333333333333335,0.7976069333333333
OPTH-SYN0-10-s9000,OPT-hard,SYN0-10,SYN0,A,chosen,1.5916751116823546,-1.674657554012009,3.266332665694364,115,1.0,3.3333333333333335,
OPTH-SYN0-10-s9001,OPT-hard,SYN0-10,SYN0,A,argmax,2.1579640534506748,0.3268657896573654,1.8310982637933093,198,1.0,9.0,0.27470220000000006
OPTH-SYN0-10-s9001,OPT-hard,SYN0-10,SYN0,A,chosen,2.1579640534506748,0.3268657896573654,1.8310982637933093,198,1.0,9.0,
OPTH-SYN0-10-s9002,OPT-hard,SYN0-10,SYN0,A,argmax,1.6777968791360605,0.6196912307459267,1.0581056483901339,214,1.0,11.666666666666666,0.3373049833333333
OPTH-SYN0-10-s9002,OPT-hard,SYN0-10,SYN0,A,chosen,1.6777968791360605,0.6196912307459267,1.0581056483901339,214,1.0,11.666666666666666,
OPTH-SYN0-11-s9000,OPT-hard,SYN0-11,SYN0,A,argmax,1.1946073004236828,-0.4532270013766928,1.6478343018003756,125,3.0,6.0,0.25705245000000004
OPTH-SYN0-11-s9000,OPT-hard,SYN0-11,SYN0,A,chosen,1.1946073004236828,-0.4532270013766928,1.6478343018003756,125,3.0,6.0,
OPTH-SYN0-11-s9001,OPT-hard,SYN0-11,SYN0,A,argmax,2.5232230487556975,1.6239060107560481,0.8993170379996493,181,2.3333333333333335,9.666666666666666,0.20471365
OPTH-SYN0-11-s9001,OPT-hard,SYN0-11,SYN0,A,chosen,2.5232230487556975,1.6239060107560481,0.8993170379996493,181,2.3333333333333335,9.666666666666666,
OPTH-SYN0-11-s9002,OPT-hard,SYN0-11,SYN0,A,argmax,3.8964891044006604,0.0,3.8964891044006604,131,1.0,4.0,0.008
OPTH-SYN0-11-s9002,OPT-hard,SYN0-11,SYN0,A,chosen,3.8964891044006604,0.0,3.8964891044006604,131,1.0,4.0,
OPTM-REAL-s9000,OPT-medium,REAL,REAL,A,argmax,1.5680141495468867,0.9752687470586664,0.5927454024882203,151,1.0,2.3333333333333335,0.27566376216827876
OPTM-REAL-s9000,OPT-medium,REAL,REAL,A,chosen,1.5680141495468867,0.9752687470586664,0.5927454024882203,151,1.0,2.3333333333333335,
OPTM-REAL-s9001,OPT-medium,REAL,REAL,A,argmax,1.662530028165853,1.2820481818179241,0.3804818463479289,195,1.0,6.0,0.2918314196066881
OPTM-REAL-s9001,OPT-medium,REAL,REAL,A,chosen,1.662530028165853,1.2820481818179241,0.3804818463479289,195,1.0,6.0,
OPTM-REAL-s9002,OPT-medium,REAL,REAL,A,argmax,1.5386430930944612,-0.20857151227902568,1.747214605373487,157,1.0,5.666666666666667,0.05604872446211558
OPTM-REAL-s9002,OPT-medium,REAL,REAL,A,chosen,1.5386430930944612,-0.20857151227902568,1.747214605373487,157,1.0,5.666666666666667,
OPTM-REAL-s9003,OPT-medium,REAL,REAL,A,argmax,1.925616695181515,-0.09565909752087115,2.021275792702386,195,1.0,6.333333333333333,0.37314434394634594
OPTM-REAL-s9003,OPT-medium,REAL,REAL,A,chosen,1.925616695181515,-0.09565909752087115,2.021275792702386,195,1.0,6.333333333333333,
OPTM-REAL-s9004,OPT-medium,REAL,REAL,A,argmax,1.4088088334067101,1.1943655864102327,0.21444324699647743,125,1.0,2.6666666666666665,0.28430466747788524
OPTM-REAL-s9004,OPT-medium,REAL,REAL,A,chosen,1.4088088334067101,1.1943655864102327,0.21444324699647743,125,1.0,2.6666666666666665,
OPTM-SYN0-00-s9000,OPT-medium,SYN0-00,SYN0,A,argmax,1.5427385043919086,-1.3580154581546546,2.9007539625465633,193,1.0,5.333333333333333,0.11047611666666668
OPTM-SYN0-00-s9000,OPT-medium,SYN0-00,SYN0,A,chosen,1.5427385043919086,-1.3580154581546546,2.9007539625465633,193,1.0,5.333333333333333,
OPTM-SYN0-00-s9001,OPT-medium,SYN0-00,SYN0,A,argmax,2.3602136659948143,0.3865887944803686,1.9736248715144458,245,1.0,5.666666666666667,0.47264446666666665
OPTM-SYN0-00-s9001,OPT-medium,SYN0-00,SYN0,A,chosen,2.3602136659948143,0.3865887944803686,1.9736248715144458,245,1.0,5.666666666666667,
OPTM-SYN0-00-s9002,OPT-medium,SYN0-00,SYN0,A,argmax,1.8308824278300575,-0.029611045633266154,1.8604934734633236,236,1.0,10.666666666666666,0.2746322
OPTM-SYN0-00-s9002,OPT-medium,SYN0-00,SYN0,A,chosen,1.8308824278300575,-0.029611045633266154,1.8604934734633236,236,1.0,10.666666666666666,
OPTM-SYN0-01-s9000,OPT-medium,SYN0-01,SYN0,A,argmax,1.3957744352876513,-0.5458350475851098,1.941609482872761,146,1.0,2.6666666666666665,0.5841891
OPTM-SYN0-01-s9000,OPT-medium,SYN0-01,SYN0,A,chosen,1.3957744352876513,-0.5458350475851098,1.941609482872761,146,1.0,2.6666666666666665,
OPTM-SYN0-01-s9001,OPT-medium,SYN0-01,SYN0,A,argmax,1.5750501457514952,-0.6154210597492938,2.190471205500789,201,1.0,8.333333333333334,0.7195231343774745
OPTM-SYN0-01-s9001,OPT-medium,SYN0-01,SYN0,A,chosen,1.5750501457514952,-0.6154210597492938,2.190471205500789,201,1.0,8.333333333333334,
OPTM-SYN0-01-s9002,OPT-medium,SYN0-01,SYN0,A,argmax,1.3637367747449185,-0.8477167340007095,2.211453508745628,225,1.0,6.333333333333333,0.09588538333333334
OPTM-SYN0-01-s9002,OPT-medium,SYN0-01,SYN0,A,chosen,1.3637367747449185,-0.8477167340007095,2.211453508745628,225,1.0,6.333333333333333,
OPTM-SYN0-02-s9000,OPT-medium,SYN0-02,SYN0,A,argmax,2.033859693654014,-0.38909202602402815,2.422951719678042,163,1.0,4.333333333333333,0.4649091
OPTM-SYN0-02-s9000,OPT-medium,SYN0-02,SYN0,A,chosen,2.033859693654014,-0.38909202602402815,2.422951719678042,163,1.0,4.333333333333333,
OPTM-SYN0-02-s9001,OPT-medium,SYN0-02,SYN0,A,argmax,1.4254217027593379,-0.20818922281585298,1.633610925575191,202,2.6666666666666665,6.0,0.41249175
OPTM-SYN0-02-s9001,OPT-medium,SYN0-02,SYN0,A,chosen,1.4254217027593379,-0.20818922281585298,1.633610925575191,202,2.6666666666666665,6.0,
OPTM-SYN0-02-s9002,OPT-medium,SYN0-02,SYN0,A,argmax,1.0817389011970986,-1.1024969067641008,2.1842358079611994,152,1.6666666666666667,5.333333333333333,0.6896164166666666
OPTM-SYN0-02-s9002,OPT-medium,SYN0-02,SYN0,A,chosen,1.0817389011970986,-1.1024969067641008,2.1842358079611994,152,1.6666666666666667,5.333333333333333,
OPTM-SYN0-03-s9000,OPT-medium,SYN0-03,SYN0,A,argmax,1.8087029753463086,0.11309515611681334,1.6956078192294952,223,1.0,7.0,0.20067315
OPTM-SYN0-03-s9000,OPT-medium,SYN0-03,SYN0,A,chosen,1.8087029753463086,0.11309515611681334,1.6956078192294952,223,1.0,7.0,
OPTM-SYN0-03-s9001,OPT-medium,SYN0-03,SYN0,A,argmax,1.248233927226608,-0.3835638147124531,1.6317977419390612,230,1.0,4.333333333333333,0.1467657
OPTM-SYN0-03-s9001,OPT-medium,SYN0-03,SYN0,A,chosen,1.248233927226608,-0.3835638147124531,1.6317977419390612,230,1.0,4.333333333333333,
OPTM-SYN0-03-s9002,OPT-medium,SYN0-03,SYN0,A,argmax,2.008955939402246,0.14387933800493524,1.8650766013973108,244,1.0,9.0,0.5337190166666667
OPTM-SYN0-03-s9002,OPT-medium,SYN0-03,SYN0,A,chosen,2.008955939402246,0.14387933800493524,1.8650766013973108,244,1.0,9.0,
OPTM-SYN0-04-s9000,OPT-medium,SYN0-04,SYN0,A,argmax,1.6333930874527938,0.039989999257838166,1.5934030881949557,144,1.0,3.0,0.3497373
OPTM-SYN0-04-s9000,OPT-medium,SYN0-04,SYN0,A,chosen,1.6333930874527938,0.039989999257838166,1.5934030881949557,144,1.0,3.0,
OPTM-SYN0-04-s9001,OPT-medium,SYN0-04,SYN0,A,argmax,1.9929883249653448,2.137848957132865,-0.1448606321675201,209,1.0,3.6666666666666665,0.8696886944745196
OPTM-SYN0-04-s9001,OPT-medium,SYN0-04,SYN0,A,chosen,1.9929883249653448,2.137848957132865,-0.1448606321675201,209,1.0,3.6666666666666665,
OPTM-SYN0-04-s9002,OPT-medium,SYN0-04,SYN0,A,argmax,1.3227187190829883,1.9049320103626828,-0.5822132912796945,179,1.0,3.0,0.14401100683212922
OPTM-SYN0-04-s9002,OPT-medium,SYN0-04,SYN0,A,chosen,1.3227187190829883,1.9049320103626828,-0.5822132912796945,179,1.0,3.0,
OPTM-SYN0-05-s9000,OPT-medium,SYN0-05,SYN0,A,argmax,1.8819749070459677,1.1769651066973625,0.7050098003486052,172,1.0,4.666666666666667,0.032299875077749805
OPTM-SYN0-05-s9000,OPT-medium,SYN0-05,SYN0,A,chosen,1.8819749070459677,1.1769651066973625,0.7050098003486052,172,1.0,4.666666666666667,
OPTM-SYN0-05-s9001,OPT-medium,SYN0-05,SYN0,A,argmax,1.5084388899129129,1.3574666875222188,0.1509722023906941,238,2.0,8.333333333333334,0.4553656833333333
OPTM-SYN0-05-s9001,OPT-medium,SYN0-05,SYN0,A,chosen,1.5084388899129129,1.3574666875222188,0.1509722023906941,238,2.0,8.333333333333334,
OPTM-SYN0-05-s9002,OPT-medium,SYN0-05,SYN0,A,argmax,1.063071159367794,1.4974510195974295,-0.4343798602296356,228,1.0,7.333333333333333,0.22157563333333333
OPTM-SYN0-05-s9002,OPT-medium,SYN0-05,SYN0,A,chosen,1.063071159367794,1.4974510195974295,-0.4343798602296356,228,1.0,7.333333333333333,
OPTM-SYN0-06-s9000,OPT-medium,SYN0-06,SYN0,A,argmax,1.2822301016061692,1.9817427614473082,-0.699512659841139,110,1.0,1.3333333333333333,0.1078999
OPTM-SYN0-06-s9000,OPT-medium,SYN0-06,SYN0,A,chosen,1.2822301016061692,1.9817427614473082,-0.699512659841139,110,1.0,1.3333333333333333,
OPTM-SYN0-06-s9001,OPT-medium,SYN0-06,SYN0,A,argmax,1.2955803233769394,1.8041423281511022,-0.5085620047741628,179,1.0,1.3333333333333333,0.0916464
OPTM-SYN0-06-s9001,OPT-medium,SYN0-06,SYN0,A,chosen,1.2955803233769394,1.8041423281511022,-0.5085620047741628,179,1.0,1.3333333333333333,
OPTM-SYN0-06-s9002,OPT-medium,SYN0-06,SYN0,A,argmax,2.048217605406161,-0.5543603826664285,2.602577988072589,186,1.0,4.0,0.5992574833333334
OPTM-SYN0-06-s9002,OPT-medium,SYN0-06,SYN0,A,chosen,2.048217605406161,-0.5543603826664285,2.602577988072589,186,1.0,4.0,
OPTM-SYN0-07-s9000,OPT-medium,SYN0-07,SYN0,A,argmax,2.1089948539516365,0.9886421437680304,1.1203527101836062,222,1.3333333333333333,4.333333333333333,0.5850505833333334
OPTM-SYN0-07-s9000,OPT-medium,SYN0-07,SYN0,A,chosen,2.1089948539516365,0.9886421437680304,1.1203527101836062,222,1.3333333333333333,4.333333333333333,
OPTM-SYN0-07-s9001,OPT-medium,SYN0-07,SYN0,A,argmax,1.2513281849455848,-0.23147650057104824,1.482804685516633,133,1.3333333333333333,1.6666666666666667,0.8396311833333332
OPTM-SYN0-07-s9001,OPT-medium,SYN0-07,SYN0,A,chosen,1.2513281849455848,-0.23147650057104824,1.482804685516633,133,1.3333333333333333,1.6666666666666667,
OPTM-SYN0-07-s9002,OPT-medium,SYN0-07,SYN0,A,argmax,1.8677187642450204,0.45901896423942673,1.4086998000055937,224,1.0,4.666666666666667,0.6354671333333334
OPTM-SYN0-07-s9002,OPT-medium,SYN0-07,SYN0,A,chosen,1.8677187642450204,0.45901896423942673,1.4086998000055937,224,1.0,4.666666666666667,
OPTM-SYN0-08-s9000,OPT-medium,SYN0-08,SYN0,A,argmax,1.8721149264826904,-0.6727629149228835,2.544877841405574,173,1.0,5.666666666666667,0.4599432666666667
OPTM-SYN0-08-s9000,OPT-medium,SYN0-08,SYN0,A,chosen,1.8721149264826904,-0.6727629149228835,2.544877841405574,173,1.0,5.666666666666667,
OPTM-SYN0-08-s9001,OPT-medium,SYN0-08,SYN0,A,argmax,1.9299470757158046,1.0451911243853322,0.8847559513304724,237,1.0,5.333333333333333,0.382727228294694
OPTM-SYN0-08-s9001,OPT-medium,SYN0-08,SYN0,A,chosen,1.9299470757158046,1.0451911243853322,0.8847559513304724,237,1.0,5.333333333333333,
OPTM-SYN0-08-s9002,OPT-medium,SYN0-08,SYN0,A,argmax,2.076149998190504,1.4790355615745998,0.5971144366159042,219,1.3333333333333333,8.666666666666666,0.29331538333333335
OPTM-SYN0-08-s9002,OPT-medium,SYN0-08,SYN0,A,chosen,2.076149998190504,1.4790355615745998,0.5971144366159042,219,1.3333333333333333,8.666666666666666,
OPTM-SYN0-09-s9000,OPT-medium,SYN0-09,SYN0,A,argmax,1.2731148990876862,-0.15655963200373632,1.4296745310914225,191,2.0,6.0,0.20806190000000002
OPTM-SYN0-09-s9000,OPT-medium,SYN0-09,SYN0,A,chosen,1.2731148990876862,-0.15655963200373632,1.4296745310914225,191,2.0,6.0,
OPTM-SYN0-09-s9001,OPT-medium,SYN0-09,SYN0,A,argmax,1.7762077843775574,-0.7776841897707857,2.553891974148343,193,1.0,2.3333333333333335,0.21649333333333332
OPTM-SYN0-09-s9001,OPT-medium,SYN0-09,SYN0,A,chosen,1.7762077843775574,-0.7776841897707857,2.553891974148343,193,1.0,2.3333333333333335,
OPTM-SYN0-09-s9002,OPT-medium,SYN0-09,SYN0,A,argmax,2.2119500370402942,-0.9271087405667099,3.139058777607004,231,1.0,6.333333333333333,0.69911825
OPTM-SYN0-09-s9002,OPT-medium,SYN0-09,SYN0,A,chosen,2.2119500370402942,-0.9271087405667099,3.139058777607004,231,1.0,6.333333333333333,
OPTM-SYN0-10-s9000,OPT-medium,SYN0-10,SYN0,A,argmax,1.5435932261576633,-0.511740403872876,2.0553336300305394,143,1.0,3.0,1.1561794666666667
OPTM-SYN0-10-s9000,OPT-medium,SYN0-10,SYN0,A,chosen,1.5435932261576633,-0.511740403872876,2.0553336300305394,143,1.0,3.0,
OPTM-SYN0-10-s9001,OPT-medium,SYN0-10,SYN0,A,argmax,1.473932715043179,1.0481797637146966,0.42575295132848234,236,1.0,6.0,0.1163192590960878
OPTM-SYN0-10-s9001,OPT-medium,SYN0-10,SYN0,A,chosen,1.473932715043179,1.0481797637146966,0.42575295132848234,236,1.0,6.0,
OPTM-SYN0-10-s9002,OPT-medium,SYN0-10,SYN0,A,argmax,1.7117118216990375,-0.6377018374406438,2.3494136591396813,232,1.0,7.666666666666667,0.23639918333333335
OPTM-SYN0-10-s9002,OPT-medium,SYN0-10,SYN0,A,chosen,1.7117118216990375,-0.6377018374406438,2.3494136591396813,232,1.0,7.666666666666667,
OPTM-SYN0-11-s9000,OPT-medium,SYN0-11,SYN0,A,argmax,2.103130335545506,-0.3812862309124167,2.4844165664579227,143,1.0,2.3333333333333335,0.2185167166666667
OPTM-SYN0-11-s9000,OPT-medium,SYN0-11,SYN0,A,chosen,2.103130335545506,-0.3812862309124167,2.4844165664579227,143,1.0,2.3333333333333335,
OPTM-SYN0-11-s9001,OPT-medium,SYN0-11,SYN0,A,argmax,2.039468057360942,0.6494693897971406,1.3899986675638014,224,2.0,6.333333333333333,0.16075281666666666
OPTM-SYN0-11-s9001,OPT-medium,SYN0-11,SYN0,A,chosen,2.039468057360942,0.6494693897971406,1.3899986675638014,224,2.0,6.333333333333333,
OPTM-SYN0-11-s9002,OPT-medium,SYN0-11,SYN0,A,argmax,1.2693726856495824,-1.5916097783170673,2.86098246396665,207,1.0,5.0,0.04324207370302644
OPTM-SYN0-11-s9002,OPT-medium,SYN0-11,SYN0,A,chosen,1.2693726856495824,-1.5916097783170673,2.86098246396665,207,1.0,5.0,
OPTM-SYNA05-00-s9000,OPT-medium,SYNA05-00,SYNA05,A,argmax,1.5715866632644646,-0.7570039291654168,2.3285905924298813,214,2.3333333333333335,7.0,0.40231015
OPTM-SYNA05-00-s9000,OPT-medium,SYNA05-00,SYNA05,A,chosen,1.5715866632644646,-0.7570039291654168,2.3285905924298813,214,2.3333333333333335,7.0,
OPTM-SYNA05-00-s9001,OPT-medium,SYNA05-00,SYNA05,A,argmax,2.0804152685916883,-0.4712524607333166,2.551667729325005,205,1.0,11.666666666666666,0.5564552833333334
OPTM-SYNA05-00-s9001,OPT-medium,SYNA05-00,SYNA05,A,chosen,2.0804152685916883,-0.4712524607333166,2.551667729325005,205,1.0,11.666666666666666,
OPTM-SYNA05-00-s9002,OPT-medium,SYNA05-00,SYNA05,A,argmax,2.045875087094806,0.6841607557277054,1.3617143313671007,221,2.0,7.333333333333333,0.5481303016121338
OPTM-SYNA05-00-s9002,OPT-medium,SYNA05-00,SYNA05,A,chosen,2.045875087094806,0.6841607557277054,1.3617143313671007,221,2.0,7.333333333333333,
OPTM-SYNA05-01-s9000,OPT-medium,SYNA05-01,SYNA05,A,argmax,1.5736856111885154,1.844573283510715,-0.27088767232219957,146,1.0,1.3333333333333333,0.016904316666666683
OPTM-SYNA05-01-s9000,OPT-medium,SYNA05-01,SYNA05,A,chosen,1.5736856111885154,1.844573283510715,-0.27088767232219957,146,1.0,1.3333333333333333,
OPTM-SYNA05-01-s9001,OPT-medium,SYNA05-01,SYNA05,A,argmax,1.82496697763549,1.883624130974581,-0.05865715333909094,197,1.0,2.3333333333333335,0.18266718333333332
OPTM-SYNA05-01-s9001,OPT-medium,SYNA05-01,SYNA05,A,chosen,1.82496697763549,1.883624130974581,-0.05865715333909094,197,1.0,2.3333333333333335,
OPTM-SYNA05-01-s9002,OPT-medium,SYNA05-01,SYNA05,A,argmax,1.9239632265149125,1.7285741554521465,0.19538907106276593,118,1.0,2.0,0.012407400000000018
OPTM-SYNA05-01-s9002,OPT-medium,SYNA05-01,SYNA05,A,chosen,1.9239632265149125,1.7285741554521465,0.19538907106276593,118,1.0,2.0,
