run,arm,panel,setting,rule,sr_is,sr_oos,decay
OPTM-SYN0-10-s9001,OPT-medium,SYN0-10,SYN0,argmax,1.5135013751286406,1.039959739782586,0.47354163534605465
OPTM-SYN0-10-s9002,OPT-medium,SYN0-10,SYN0,chosen,1.4409136402445097,-0.6379656583002743,2.078879298544784
OPTM-SYN0-10-s9002,OPT-medium,SYN0-10,SYN0,argmax,1.4409136402445097,-0.6379656583002743,2.078879298544784
OPTM-SYN0-11-s9000,OPT-medium,SYN0-11,SYN0,chosen,1.7488943394761935,-0.4004323748011251,2.1493267142773185
OPTM-SYN0-11-s9000,OPT-medium,SYN0-11,SYN0,argmax,1.7488943394761935,-0.4004323748011251,2.1493267142773185
OPTM-SYN0-11-s9001,OPT-medium,SYN0-11,SYN0,chosen,1.8151533424436552,0.6432675305095124,1.1718858119341429
OPTM-SYN0-11-s9001,OPT-medium,SYN0-11,SYN0,argmax,1.8151533424436552,0.6432675305095124,1.1718858119341429
OPTM-SYN0-11-s9002,OPT-medium,SYN0-11,SYN0,chosen,1.1856361430061486,-1.5916097783170673,2.7772459213232157
OPTM-SYN0-11-s9002,OPT-medium,SYN0-11,SYN0,argmax,1.1856361430061486,-1.5916097783170673,2.7772459213232157
OPTM-SYNA05-00-s9000,OPT-medium,SYNA05-00,SYNA05,chosen,1.4718240397162525,-0.7570045432412295,2.228828582957482
OPTM-SYNA05-00-s9000,OPT-medium,SYNA05-00,SYNA05,argmax,1.4718240397162525,-0.7570045432412295,2.228828582957482
OPTM-SYNA05-00-s9001,OPT-medium,SYNA05-00,SYNA05,chosen,2.013871517606927,-0.47128073090549183,2.485152248512419
OPTM-SYNA05-00-s9001,OPT-medium,SYNA05-00,SYNA05,argmax,2.013871517606927,-0.47128073090549183,2.485152248512419
OPTM-SYNA05-00-s9002,OPT-medium,SYNA05-00,SYNA05,chosen,2.1109974659912623,0.6706002270762548,1.4403972389150075
OPTM-SYNA05-00-s9002,OPT-medium,SYNA05-00,SYNA05,argmax,2.1109974659912623,0.6706002270762548,1.4403972389150075
OPTM-SYNA05-01-s9000,OPT-medium,SYNA05-01,SYNA05,chosen,1.7035402497445988,1.841313001739445,-0.13777275199484618
OPTM-SYNA05-01-s9000,OPT-medium,SYNA05-01,SYNA05,argmax,1.7035402497445988,1.841313001739445,-0.13777275199484618
OPTM-SYNA05-01-s9001,OPT-medium,SYNA05-01,SYNA05,chosen,2.1920356655620843,1.8735668287534655,0.3184688368086188
OPTM-SYNA05-01-s9001,OPT-medium,SYNA05-01,SYNA05,argmax,2.1920356655620843,1.8735668287534655,0.3184688368086188
OPTM-SYNA05-01-s9002,OPT-medium,SYNA05-01,SYNA05,chosen,1.6611827789626756,1.7285741554521463,-0.06739137648947069
OPTM-SYNA05-01-s9002,OPT-medium,SYNA05-01,SYNA05,argmax,1.6611827789626756,1.7285741554521463,-0.06739137648947069
OPTM-SYNA05-02-s9000,OPT-medium,SYNA05-02,SYNA05,chosen,1.4836991801282924,-0.29308011337871204,1.7767792935070044
OPTM-SYNA05-02-s9000,OPT-medium,SYNA05-02,SYNA05,argmax,1.4836991801282924,-0.29308011337871204,1.7767792935070044
OPTM-SYNA05-02-s9001,OPT-medium,SYNA05-02,SYNA05,chosen,1.1072521837390412,-0.4214938283543663,1.5287460120934075
OPTM-SYNA05-02-s9001,OPT-medium,SYNA05-02,SYNA05,argmax,1.1072521837390412,-0.4214938283543663,1.5287460120934075
OPTM-SYNA05-02-s9002,OPT-medium,SYNA05-02,SYNA05,chosen,1.4056574928577321,1.0377421658859478,0.3679153269717843
OPTM-SYNA05-02-s9002,OPT-medium,SYNA05-02,SYNA05,argmax,1.4056574928577321,1.0377421658859478,0.3679153269717843
OPTM-SYNA05-03-s9000,OPT-medium,SYNA05-03,SYNA05,chosen,1.2014928364045534,-0.7767065774990329,1.9781994139035863
OPTM-SYNA05-03-s9000,OPT-medium,SYNA05-03,SYNA05,argmax,1.2014928364045534,-0.7767065774990329,1.9781994139035863
OPTM-SYNA05-03-s9001,OPT-medium,SYNA05-03,SYNA05,chosen,1.9095288208886665,-0.2431945827011734,2.1527234035898397
OPTM-SYNA05-03-s9001,OPT-medium,SYNA05-03,SYNA05,argmax,1.9095288208886665,-0.2431945827011734,2.1527234035898397
OPTM-SYNA05-03-s9002,OPT-medium,SYNA05-03,SYNA05,chosen,1.631558989836876,-0.5612225980929767,2.192781587929853
OPTM-SYNA05-03-s9002,OPT-medium,SYNA05-03,SYNA05,argmax,1.631558989836876,-0.5612225980929767,2.192781587929853
OPTM-SYNA10-00-s9000,OPT-medium,SYNA10-00,SYNA10,chosen,1.950020605655025,2.2893787891946884,-0.3393581835396633
OPTM-SYNA10-00-s9000,OPT-medium,SYNA10-00,SYNA10,argmax,1.950020605655025,2.2893787891946884,-0.3393581835396633
OPTM-SYNA10-00-s9001,OPT-medium,SYNA10-00,SYNA10,chosen,1.9282892224797143,2.2177791934325395,-0.28948997095282514
OPTM-SYNA10-00-s9001,OPT-medium,SYNA10-00,SYNA10,argmax,1.9282892224797143,2.2177791934325395,-0.28948997095282514
OPTM-SYNA10-00-s9002,OPT-medium,SYNA10-00,SYNA10,chosen,2.257959715162718,1.5372924806496444,0.7206672345130736
OPTM-SYNA10-00-s9002,OPT-medium,SYNA10-00,SYNA10,argmax,2.257959715162718,1.5372924806496444,0.7206672345130736
OPTM-SYNA10-01-s9000,OPT-medium,SYNA10-01,SYNA10,chosen,1.4584067756827608,1.1856795143469687,0.27272726133579206
OPTM-SYNA10-01-s9000,OPT-medium,SYNA10-01,SYNA10,argmax,1.4584067756827608,1.1856795143469687,0.27272726133579206
OPTM-SYNA10-01-s9001,OPT-medium,SYNA10-01,SYNA10,chosen,2.0943736604575647,2.515183300909249,-0.42080964045168434
OPTM-SYNA10-01-s9001,OPT-medium,SYNA10-01,SYNA10,argmax,2.0943736604575647,2.515183300909249,-0.42080964045168434
OPTM-SYNA10-01-s9002,OPT-medium,SYNA10-01,SYNA10,chosen,1.6922373540783193,0.8277969363761597,0.8644404177021596
OPTM-SYNA10-01-s9002,OPT-medium,SYNA10-01,SYNA10,argmax,1.6922373540783193,0.8277969363761597,0.8644404177021596
OPTM-SYNA10-02-s9000,OPT-medium,SYNA10-02,SYNA10,chosen,2.5079247305513706,-1.1184938648482228,3.6264185953995933
OPTM-SYNA10-02-s9000,OPT-medium,SYNA10-02,SYNA10,argmax,2.5079247305513706,-1.1184938648482228,3.6264185953995933
OPTM-SYNA10-02-s9001,OPT-medium,SYNA10-02,SYNA10,chosen,2.0862131695492283,0.9664925636551955,1.1197206058940328
OPTM-SYNA10-02-s9001,OPT-medium,SYNA10-02,SYNA10,argmax,2.0862131695492283,0.9664925636551955,1.1197206058940328
OPTM-SYNA10-02-s9002,OPT-medium,SYNA10-02,SYNA10,chosen,2.1912235537193263,0.5699449137547203,1.621278639964606
OPTM-SYNA10-02-s9002,OPT-medium,SYNA10-02,SYNA10,argmax,2.1912235537193263,0.5699449137547203,1.621278639964606
OPTM-SYNA10-03-s9000,OPT-medium,SYNA10-03,SYNA10,chosen,1.6564241495651608,0.9011932260335808,0.7552309235315801
OPTM-SYNA10-03-s9000,OPT-medium,SYNA10-03,SYNA10,argmax,1.6564241495651608,0.9011932260335808,0.7552309235315801
OPTM-SYNA10-03-s9001,OPT-medium,SYNA10-03,SYNA10,chosen,1.7965472311843638,0.9262759389574694,0.8702712922268944
OPTM-SYNA10-03-s9001,OPT-medium,SYNA10-03,SYNA10,argmax,1.7965472311843638,0.9262759389574694,0.8702712922268944
OPTM-SYNA10-03-s9002,OPT-medium,SYNA10-03,SYNA10,chosen,1.7634291876366148,0.9406700895297222,0.8227590981068926
OPTM-SYNA10-03-s9002,OPT-medium,SYNA10-03,SYNA10,argmax,1.7634291876366148,0.9406700895297222,0.8227590981068926
OPTS-SYN0-00-s9000,OPT-soft,SYN0-00,SYN0,chosen,1.1114588270957078,-0.7950482934245231,1.9065071205202309
OPTS-SYN0-00-s9000,OPT-soft,SYN0-00,SYN0,argmax,1.1114588270957078,-0.7950482934245231,1.9065071205202309
OPTS-SYN0-00-s9001,OPT-soft,SYN0-00,SYN0,chosen,1.987392488422997,0.13916283307999391,1.848229655343003
OPTS-SYN0-00-s9001,OPT-soft,SYN0-00,SYN0,argmax,1.987392488422997,0.13916283307999391,1.848229655343003
OPTS-SYN0-00-s9002,OPT-soft,SYN0-00,SYN0,chosen,1.9161124728719516,-0.3027320030457535,2.218844475917705
OPTS-SYN0-00-s9002,OPT-soft,SYN0-00,SYN0,argmax,1.9161124728719516,-0.3027320030457535,2.218844475917705
OPTS-SYN0-01-s9000,OPT-soft,SYN0-01,SYN0,chosen,1.4290593499299908,-1.387016630909317,2.816075980839308
OPTS-SYN0-01-s9000,OPT-soft,SYN0-01,SYN0,argmax,1.4290593499299908,-1.387016630909317,2.816075980839308
OPTS-SYN0-01-s9001,OPT-soft,SYN0-01,SYN0,chosen,2.0711342503232775,-1.53877466523387,3.6099089155571473
OPTS-SYN0-01-s9001,OPT-soft,SYN0-01,SYN0,argmax,2.0711342503232775,-1.53877466523387,3.6099089155571473
OPTS-SYN0-01-s9002,OPT-soft,SYN0-01,SYN0,chosen,1.8969168865476467,-0.6238534766839754,2.5207703632316223
OPTS-SYN0-01-s9002,OPT-soft,SYN0-01,SYN0,argmax,1.8969168865476467,-0.6238534766839754,2.5207703632316223
OPTS-SYN0-02-s9000,OPT-soft,SYN0-02,SYN0,chosen,1.2969071377782986,-0.7923437209010084,2.089250858679307
OPTS-SYN0-02-s9000,OPT-soft,SYN0-02,SYN0,argmax,1.2969071377782986,-0.7923437209010084,2.089250858679307
OPTS-SYN0-02-s9001,OPT-soft,SYN0-02,SYN0,chosen,1.8496271979625016,-0.9176079929724734,2.767235190934975
OPTS-SYN0-02-s9001,OPT-soft,SYN0-02,SYN0,argmax,1.8496271979625016,-0.9176079929724734,2.767235190934975
OPTS-SYN0-02-s9002,OPT-soft,SYN0-02,SYN0,chosen,1.6588107652684905,-2.921635540425841,4.580446305694331
OPTS-SYN0-02-s9002,OPT-soft,SYN0-02,SYN0,argmax,1.6588107652684905,-2.921635540425841,4.580446305694331
OPTS-SYN0-03-s9000,OPT-soft,SYN0-03,SYN0,chosen,1.3630726328159677,-0.6367738045311588,1.9998464373471265
OPTS-SYN0-03-s9000,OPT-soft,SYN0-03,SYN0,argmax,1.3630726328159677,-0.6367738045311588,1.9998464373471265
OPTS-SYN0-03-s9001,OPT-soft,SYN0-03,SYN0,chosen,1.8179105739040655,-0.4642141412310202,2.282124715135086
OPTS-SYN0-03-s9001,OPT-soft,SYN0-03,SYN0,argmax,1.8179105739040655,-0.4642141412310202,2.282124715135086
OPTS-SYN0-03-s9002,OPT-soft,SYN0-03,SYN0,chosen,2.253497208886718,0.7950205172514003,1.4584766916353176
OPTS-SYN0-03-s9002,OPT-soft,SYN0-03,SYN0,argmax,2.253497208886718,0.7950205172514003,1.4584766916353176
OPTS-SYN0-04-s9000,OPT-soft,SYN0-04,SYN0,chosen,1.2633647413624507,0.0651476040936636,1.198217137268787
OPTS-SYN0-04-s9000,OPT-soft,SYN0-04,SYN0,argmax,1.2633647413624507,0.0651476040936636,1.198217137268787
OPTS-SYN0-04-s9001,OPT-soft,SYN0-04,SYN0,chosen,1.4977217438079715,0.15357169117903816,1.3441500526289334
OPTS-SYN0-04-s9001,OPT-soft,SYN0-04,SYN0,argmax,1.4977217438079715,0.15357169117903816,1.3441500526289334
OPTS-SYN0-04-s9002,OPT-soft,SYN0-04,SYN0,chosen,1.1328948328246773,1.6733368607150372,-0.5404420278903599
OPTS-SYN0-04-s9002,OPT-soft,SYN0-04,SYN0,argmax,1.1328948328246773,1.6733368607150372,-0.5404420278903599
OPTS-SYN0-05-s9000,OPT-soft,SYN0-05,SYN0,chosen,1.3074379268551175,1.1531927746820811,0.15424515217303636
OPTS-SYN0-05-s9000,OPT-soft,SYN0-05,SYN0,argmax,1.3074379268551175,1.1531927746820811,0.15424515217303636
OPTS-SYN0-05-s9001,OPT-soft,SYN0-05,SYN0,chosen,1.8884621620821616,-0.06747602411562169,1.9559381861977831
OPTS-SYN0-05-s9001,OPT-soft,SYN0-05,SYN0,argmax,1.8884621620821616,-0.06747602411562169,1.9559381861977831
OPTS-SYN0-05-s9002,OPT-soft,SYN0-05,SYN0,chosen,1.6916994550332953,0.599353268331409,1.0923461867018864
OPTS-SYN0-05-s9002,OPT-soft,SYN0-05,SYN0,argmax,1.6916994550332953,0.599353268331409,1.0923461867018864
OPTS-SYN0-06-s9000,OPT-soft,SYN0-06,SYN0,chosen,1.3060301724496353,1.479172618896192,-0.17314244644655674
OPTS-SYN0-06-s9000,OPT-soft,SYN0-06,SYN0,argmax,1.3060301724496353,1.479172618896192,-0.17314244644655674
OPTS-SYN0-06-s9001,OPT-soft,SYN0-06,SYN0,chosen,1.865765996641489,1.2216252378894148,0.6441407587520742
OPTS-SYN0-06-s9001,OPT-soft,SYN0-06,SYN0,argmax,1.865765996641489,1.2216252378894148,0.6441407587520742
OPTS-SYN0-06-s9002,OPT-soft,SYN0-06,SYN0,chosen,1.1846238862105436,1.7930826264234192,-0.6084587402128756
OPTS-SYN0-06-s9002,OPT-soft,SYN0-06,SYN0,argmax,1.1846238862105436,1.7930826264234192,-0.6084587402128756
OPTS-SYN0-07-s9000,OPT-soft,SYN0-07,SYN0,chosen,1.6809761867573927,1.0130023794977987,0.667973807259594
OPTS-SYN0-07-s9000,OPT-soft,SYN0-07,SYN0,argmax,1.6809761867573927,1.0130023794977987,0.667973807259594
OPTS-SYN0-07-s9001,OPT-soft,SYN0-07,SYN0,chosen,1.7278912282151027,-0.3333348299506282,2.061226058165731
OPTS-SYN0-07-s9001,OPT-soft,SYN0-07,SYN0,argmax,1.7278912282151027,-0.3333348299506282,2.061226058165731
OPTS-SYN0-07-s9002,OPT-soft,SYN0-07,SYN0,chosen,1.362811975855406,0.03379976914303688,1.329012206712369
OPTS-SYN0-07-s9002,OPT-soft,SYN0-07,SYN0,argmax,1.362811975855406,0.03379976914303688,1.329012206712369
OPTS-SYN0-08-s9000,OPT-soft,SYN0-08,SYN0,chosen,1.5831503658596855,0.8125364924611366,0.7706138733985489
OPTS-SYN0-08-s9000,OPT-soft,SYN0-08,SYN0,argmax,1.5831503658596855,0.8125364924611366,0.7706138733985489
OPTS-SYN0-08-s9001,OPT-soft,SYN0-08,SYN0,chosen,1.7328281593622539,-1.5512323214288035,3.2840604807910574
OPTS-SYN0-08-s9001,OPT-soft,SYN0-08,SYN0,argmax,1.7328281593622539,-1.5512323214288035,3.2840604807910574
OPTS-SYN0-08-s9002,OPT-soft,SYN0-08,SYN0,chosen,1.9354452718961215,1.1745417356023433,0.7609035362937782
OPTS-SYN0-08-s9002,OPT-soft,SYN0-08,SYN0,argmax,1.9354452718961215,1.1745417356023433,0.7609035362937782
OPTS-SYN0-09-s9000,OPT-soft,SYN0-09,SYN0,chosen,1.7917423835872621,0.4487676563471317,1.3429747272401305
OPTS-SYN0-09-s9000,OPT-soft,SYN0-09,SYN0,argmax,1.7917423835872621,0.4487676563471317,1.3429747272401305
OPTS-SYN0-09-s9001,OPT-soft,SYN0-09,SYN0,chosen,2.315617405871384,0.5684183143978225,1.7471990914735616
OPTS-SYN0-09-s9001,OPT-soft,SYN0-09,SYN0,argmax,2.315617405871384,0.5684183143978225,1.7471990914735616
OPTS-SYN0-09-s9002,OPT-soft,SYN0-09,SYN0,chosen,2.008781787377021,0.40523636474996483,1.603545422627056
OPTS-SYN0-09-s9002,OPT-soft,SYN0-09,SYN0,argmax,2.008781787377021,0.40523636474996483,1.603545422627056
OPTS-SYN0-10-s9000,OPT-soft,SYN0-10,SYN0,chosen,2.03076309293268,1.255333706643403,0.7754293862892772
OPTS-SYN0-10-s9000,OPT-soft,SYN0-10,SYN0,argmax,2.03076309293268,1.255333706643403,0.7754293862892772
OPTS-SYN0-10-s9001,OPT-soft,SYN0-10,SYN0,chosen,2.3533181112984196,0.43896527178855443,1.9143528395098652
OPTS-SYN0-10-s9001,OPT-soft,SYN0-10,SYN0,argmax,2.3533181112984196,0.43896527178855443,1.9143528395098652
OPTS-SYN0-10-s9002,OPT-soft,SYN0-10,SYN0,chosen,1.3921517834286983,0.4090284875370395,0.9831232958916587
OPTS-SYN0-10-s9002,OPT-soft,SYN0-10,SYN0,argmax,1.3921517834286983,0.4090284875370395,0.9831232958916587
OPTS-SYN0-11-s9000,OPT-soft,SYN0-11,SYN0,chosen,1.0696659971385285,0.9186974703355825,0.15096852680294603
OPTS-SYN0-11-s9000,OPT-soft,SYN0-11,SYN0,argmax,1.0696659971385285,0.9186974703355825,0.15096852680294603
OPTS-SYN0-11-s9001,OPT-soft,SYN0-11,SYN0,chosen,1.1838114822518675,1.0395937222145493,0.14421776003731823
OPTS-SYN0-11-s9001,OPT-soft,SYN0-11,SYN0,argmax,1.1838114822518675,1.0395937222145493,0.14421776003731823
OPTS-SYN0-11-s9002,OPT-soft,SYN0-11,SYN0,chosen,1.2255607774381976,-0.25364175080932866,1.4792025282475263
OPTS-SYN0-11-s9002,OPT-soft,SYN0-11,SYN0,argmax,1.2255607774381976,-0.25364175080932866,1.4792025282475263
